,Airline,Source,Destination,Total_Stops,Price,Date,Month
2374,IndiGo,Mumbai,Hyderabad,non-stop,4049,15,6
2375,Multiple carriers,Delhi,Cochin,1 stop,6795,27,6
2376,Air India,Kolkata,Banglore,non-stop,4435,21,3
2377,Jet Airways,Kolkata,Banglore,1 stop,6224,12,6
2378,IndiGo,Kolkata,Banglore,non-stop,4804,12,6
2379,IndiGo,Delhi,Cochin,1 stop,6171,15,4
2380,IndiGo,Delhi,Cochin,1 stop,6093,3,6
2381,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
2382,IndiGo,Mumbai,Hyderabad,non-stop,3342,6,5
2383,Multiple carriers,Delhi,Cochin,1 stop,13587,3,6
2384,Jet Airways,Delhi,Cochin,1 stop,16079,21,5
2385,IndiGo,Delhi,Cochin,non-stop,6015,18,4
2386,Jet Airways,Kolkata,Banglore,1 stop,13067,24,5
2387,Multiple carriers,Delhi,Cochin,1 stop,9103,15,5
2388,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
2389,Jet Airways,Delhi,Cochin,2 stops,11538,27,3
2390,IndiGo,Delhi,Cochin,2 stops,8146,9,3
2391,Air India,Kolkata,Banglore,1 stop,6117,6,5
2392,Jet Airways,Delhi,Cochin,1 stop,17024,3,3
2393,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
2394,Jet Airways,Kolkata,Banglore,1 stop,12692,9,6
2395,Vistara,Kolkata,Banglore,1 stop,8610,12,6
2396,Multiple carriers,Delhi,Cochin,1 stop,6723,24,6
2397,Vistara,Banglore,Delhi,non-stop,4878,12,5
2398,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
2399,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
2400,IndiGo,Banglore,Delhi,non-stop,3943,3,5
2401,Multiple carriers,Delhi,Cochin,1 stop,13587,12,6
2402,Jet Airways,Delhi,Cochin,2 stops,16914,6,3
2403,SpiceJet,Mumbai,Hyderabad,non-stop,1965,18,5
2404,Multiple carriers,Delhi,Cochin,1 stop,8073,9,5
2405,IndiGo,Banglore,Delhi,non-stop,3943,3,6
2406,IndiGo,Kolkata,Banglore,1 stop,5170,12,5
2407,GoAir,Banglore,Delhi,non-stop,3398,15,5
2408,Air Asia,Kolkata,Banglore,non-stop,4409,18,4
2409,Jet Airways,Banglore,Delhi,non-stop,8541,21,6
2410,IndiGo,Banglore,New Delhi,non-stop,4777,21,3
2411,SpiceJet,Kolkata,Banglore,non-stop,3847,18,3
2412,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
2413,Vistara,Banglore,Delhi,non-stop,4668,27,5
2414,SpiceJet,Mumbai,Hyderabad,non-stop,1965,18,3
2415,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
2416,IndiGo,Mumbai,Hyderabad,non-stop,4049,15,6
2417,Jet Airways,Kolkata,Banglore,1 stop,13584,18,5
2418,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2419,Jet Airways,Delhi,Cochin,1 stop,16079,27,5
2420,Jet Airways,Banglore,Delhi,non-stop,7229,24,5
2421,Jet Airways,Banglore,New Delhi,1 stop,17471,6,3
2422,Jet Airways,Kolkata,Banglore,1 stop,14781,12,5
2423,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
2424,Multiple carriers,Delhi,Cochin,1 stop,10197,18,5
2425,SpiceJet,Delhi,Cochin,1 stop,5975,1,6
2426,Multiple carriers,Delhi,Cochin,1 stop,8535,9,4
2427,Multiple carriers,Delhi,Cochin,1 stop,12537,27,3
2428,Air India,Kolkata,Banglore,non-stop,4145,24,5
2429,IndiGo,Mumbai,Hyderabad,non-stop,4049,15,3
2430,Air Asia,Kolkata,Banglore,1 stop,5192,9,5
2431,Air India,Banglore,Delhi,non-stop,6121,9,5
2432,Air India,Delhi,Cochin,1 stop,8669,24,6
2433,Multiple carriers,Delhi,Cochin,1 stop,8476,18,5
2434,SpiceJet,Mumbai,Hyderabad,non-stop,2647,21,6
2435,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
2436,Air India,Delhi,Cochin,1 stop,10566,6,3
2437,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
2438,Multiple carriers,Delhi,Cochin,1 stop,8098,21,3
2439,Multiple carriers,Delhi,Cochin,1 stop,6883,27,3
2440,Multiple carriers,Delhi,Cochin,1 stop,16108,15,6
2441,SpiceJet,Kolkata,Banglore,non-stop,4413,18,3
2442,Jet Airways,Delhi,Cochin,2 stops,10919,1,6
2443,IndiGo,Kolkata,Banglore,non-stop,4804,9,5
2444,Jet Airways,Kolkata,Banglore,1 stop,10539,6,6
2445,IndiGo,Banglore,New Delhi,non-stop,4377,9,3
2446,Air India,Banglore,Delhi,non-stop,6961,6,6
2447,Multiple carriers,Delhi,Cochin,1 stop,7408,27,5
2448,IndiGo,Banglore,Delhi,non-stop,4823,9,5
2449,IndiGo,Kolkata,Banglore,non-stop,5198,21,3
2450,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
2451,Vistara,Banglore,Delhi,non-stop,5613,27,4
2452,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
2453,IndiGo,Mumbai,Hyderabad,non-stop,5755,3,5
2454,Vistara,Chennai,Kolkata,non-stop,3687,21,5
2455,Jet Airways,Mumbai,Hyderabad,non-stop,5678,3,6
2456,Multiple carriers,Delhi,Cochin,1 stop,13542,21,3
2457,Jet Airways,Delhi,Cochin,1 stop,12347,21,3
2458,Jet Airways,Kolkata,Banglore,1 stop,12384,21,5
2459,Jet Airways,Delhi,Cochin,2 stops,10909,9,4
2460,IndiGo,Banglore,Delhi,non-stop,4823,3,6
2461,IndiGo,Delhi,Cochin,1 stop,6069,12,6
2462,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
2463,IndiGo,Kolkata,Banglore,non-stop,4804,15,6
2464,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
2465,IndiGo,Delhi,Cochin,1 stop,6442,9,6
2466,Air India,Delhi,Cochin,2 stops,9653,21,5
2467,Vistara,Kolkata,Banglore,1 stop,8610,9,6
2468,Jet Airways,Delhi,Cochin,1 stop,14714,12,6
2469,Air India,Banglore,New Delhi,1 stop,12599,1,3
2470,Multiple carriers,Delhi,Cochin,1 stop,9103,9,5
2471,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
2472,SpiceJet,Mumbai,Hyderabad,non-stop,2647,6,6
2473,Jet Airways,Mumbai,Hyderabad,non-stop,5678,3,3
2474,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2475,SpiceJet,Kolkata,Banglore,non-stop,3847,27,3
2476,Jet Airways,Kolkata,Banglore,1 stop,14151,21,5
2477,Jet Airways,Delhi,Cochin,1 stop,13843,6,3
2478,Jet Airways,Banglore,Delhi,non-stop,7229,18,5
2479,Jet Airways,Mumbai,Hyderabad,non-stop,4995,18,6
2480,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
2481,Jet Airways,Delhi,Cochin,2 stops,13029,9,5
2482,Jet Airways,Delhi,Cochin,1 stop,14053,9,3
2483,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
2484,SpiceJet,Kolkata,Banglore,non-stop,3841,1,4
2485,Air India,Banglore,New Delhi,1 stop,11003,1,3
2486,Vistara,Banglore,Delhi,non-stop,5403,9,4
2487,Multiple carriers,Delhi,Cochin,1 stop,15342,3,3
2488,Air India,Kolkata,Banglore,2 stops,12224,12,6
2489,IndiGo,Chennai,Kolkata,non-stop,6297,15,3
2490,SpiceJet,Kolkata,Banglore,1 stop,8844,1,5
2491,Multiple carriers,Delhi,Cochin,1 stop,13377,1,6
2492,GoAir,Banglore,New Delhi,non-stop,5706,9,3
2493,Air India,Delhi,Cochin,1 stop,8372,12,6
2494,IndiGo,Delhi,Cochin,1 stop,6526,27,5
2495,IndiGo,Banglore,Delhi,non-stop,4823,1,6
2496,IndiGo,Mumbai,Hyderabad,non-stop,3175,24,6
2497,Multiple carriers,Delhi,Cochin,1 stop,10407,6,5
2498,IndiGo,Banglore,Delhi,non-stop,4423,18,4
2499,Vistara,Kolkata,Banglore,1 stop,9555,9,5
2500,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
2501,Jet Airways,Kolkata,Banglore,1 stop,13059,6,6
2502,Jet Airways,Kolkata,Banglore,1 stop,8586,9,5
2503,GoAir,Banglore,Delhi,non-stop,3419,6,4
2504,SpiceJet,Kolkata,Banglore,non-stop,3873,3,6
2505,Air India,Kolkata,Banglore,1 stop,10203,6,6
2506,Jet Airways,Delhi,Cochin,2 stops,13029,27,5
2507,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
2508,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
2509,Vistara,Kolkata,Banglore,1 stop,8610,12,6
2510,IndiGo,Kolkata,Banglore,non-stop,4174,15,4
2511,Jet Airways,Banglore,New Delhi,1 stop,11087,9,3
2512,SpiceJet,Banglore,Delhi,non-stop,3971,18,6
2513,Jet Airways,Delhi,Cochin,1 stop,17531,9,4
2514,SpiceJet,Banglore,Delhi,non-stop,3573,6,6
2515,Air India,Kolkata,Banglore,1 stop,8366,1,5
2516,Air India,Kolkata,Banglore,non-stop,13885,3,3
2517,Multiple carriers,Delhi,Cochin,2 stops,18485,9,6
2518,Air Asia,Kolkata,Banglore,non-stop,4409,27,4
2519,Vistara,Kolkata,Banglore,1 stop,8085,1,5
2520,Multiple carriers,Delhi,Cochin,1 stop,13377,6,6
2521,Air India,Delhi,Cochin,2 stops,13538,21,5
2522,Multiple carriers,Delhi,Cochin,1 stop,15147,6,3
2523,Jet Airways,Banglore,Delhi,non-stop,4030,27,5
2524,Multiple carriers,Delhi,Cochin,1 stop,14848,6,6
2525,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
2526,Air India,Delhi,Cochin,2 stops,10975,18,5
2527,Jet Airways,Delhi,Cochin,2 stops,13029,21,5
2528,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5
2529,Jet Airways,Mumbai,Hyderabad,non-stop,4050,1,6
2530,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
2531,Air India,Banglore,New Delhi,2 stops,11213,1,3
2532,Jet Airways,Banglore,Delhi,non-stop,4544,9,4
2533,SpiceJet,Kolkata,Banglore,non-stop,3873,15,6
2534,Multiple carriers,Delhi,Cochin,1 stop,12537,9,4
2535,Jet Airways,Kolkata,Banglore,1 stop,13067,6,5
2536,Air India,Banglore,New Delhi,1 stop,8714,15,3
2537,Jet Airways,Delhi,Cochin,2 stops,13376,3,6
2538,SpiceJet,Chennai,Kolkata,non-stop,3597,27,6
2539,Multiple carriers,Delhi,Cochin,1 stop,7670,18,5
2540,Air India,Kolkata,Banglore,2 stops,14410,24,3
2541,Air India,Delhi,Cochin,1 stop,7480,15,5
2542,Jet Airways,Kolkata,Banglore,1 stop,13584,9,5
2543,Jet Airways,Banglore,New Delhi,1 stop,25735,1,3
2544,Jet Airways,Banglore,Delhi,non-stop,4544,1,4
2545,Multiple carriers,Delhi,Cochin,1 stop,8099,21,5
2546,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
2547,Jet Airways,Delhi,Cochin,1 stop,12557,21,3
2548,Jet Airways,Delhi,Cochin,non-stop,9564,9,5
2549,Jet Airways,Banglore,New Delhi,1 stop,13817,12,3
2550,Jet Airways,Kolkata,Banglore,1 stop,12384,18,5
2551,Multiple carriers,Delhi,Cochin,1 stop,7575,21,5
2552,Air India,Kolkata,Banglore,2 stops,14120,6,5
2553,Multiple carriers,Delhi,Cochin,1 stop,6916,9,3
2554,Multiple carriers,Delhi,Cochin,1 stop,7878,27,5
2555,Jet Airways,Banglore,New Delhi,1 stop,11087,18,3
2556,IndiGo,Kolkata,Banglore,non-stop,4804,27,4
2557,SpiceJet,Chennai,Kolkata,non-stop,3597,15,6
2558,Air India,Kolkata,Banglore,2 stops,12723,15,5
2559,IndiGo,Mumbai,Hyderabad,non-stop,2227,15,5
2560,Air India,Delhi,Cochin,1 stop,9929,24,5
2561,Jet Airways,Kolkata,Banglore,1 stop,11841,9,6
2562,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
2563,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
2564,Air India,Delhi,Cochin,2 stops,15113,3,3
2565,Multiple carriers,Delhi,Cochin,1 stop,10529,18,5
2566,Air India,Delhi,Cochin,2 stops,8875,27,3
2567,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
2568,Air India,Banglore,New Delhi,non-stop,15676,1,3
2569,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
2570,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
2571,Jet Airways,Mumbai,Hyderabad,1 stop,19595,6,3
2572,Jet Airways,Kolkata,Banglore,1 stop,13941,1,5
2573,IndiGo,Delhi,Cochin,1 stop,6790,21,3
2574,SpiceJet,Kolkata,Banglore,non-stop,3841,27,4
2575,Jet Airways,Banglore,New Delhi,1 stop,11087,18,3
2576,Air India,Delhi,Cochin,2 stops,11491,15,5
2577,IndiGo,Banglore,Delhi,non-stop,3943,9,4
2578,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
2579,Vistara,Banglore,Delhi,non-stop,4878,9,6
2580,Jet Airways,Delhi,Cochin,1 stop,14714,9,6
2581,Multiple carriers,Delhi,Cochin,1 stop,10877,24,6
2582,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5
2583,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
2584,IndiGo,Kolkata,Banglore,non-stop,5618,6,3
2585,Multiple carriers,Delhi,Cochin,1 stop,13727,15,5
2586,Vistara,Delhi,Cochin,non-stop,4851,1,4
2587,Air India,Kolkata,Banglore,2 stops,15187,24,3
2588,GoAir,Banglore,Delhi,non-stop,3419,15,5
2589,IndiGo,Banglore,Delhi,non-stop,3943,1,4
2590,Jet Airways,Delhi,Cochin,2 stops,15129,18,5
2591,IndiGo,Banglore,Delhi,non-stop,3419,21,6
2592,Air India,Delhi,Cochin,2 stops,10861,21,5
2593,IndiGo,Delhi,Cochin,1 stop,7074,21,4
2594,Air India,Kolkata,Banglore,2 stops,11542,6,5
2595,IndiGo,Delhi,Cochin,1 stop,6968,21,4
2596,Jet Airways,Banglore,Delhi,non-stop,5769,12,6
2597,Vistara,Kolkata,Banglore,1 stop,7927,12,6
2598,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
2599,Jet Airways,Delhi,Cochin,2 stops,15129,21,5
2600,SpiceJet,Kolkata,Banglore,non-stop,3841,1,5
2601,IndiGo,Kolkata,Banglore,non-stop,4804,24,6
2602,SpiceJet,Banglore,Delhi,non-stop,4319,12,4
2603,Jet Airways,Delhi,Cochin,1 stop,16079,27,5
2604,Jet Airways,Banglore,New Delhi,1 stop,54826,18,3
2605,IndiGo,Delhi,Cochin,1 stop,12351,9,3
2606,Jet Airways,Kolkata,Banglore,1 stop,13067,6,5
2607,Jet Airways,Banglore,New Delhi,1 stop,13817,12,3
2608,SpiceJet,Banglore,Delhi,non-stop,3625,21,5
2609,Air India,Mumbai,Hyderabad,3 stops,18293,12,3
2610,Vistara,Banglore,Delhi,non-stop,5613,1,4
2611,Air India,Delhi,Cochin,1 stop,11038,6,3
2612,IndiGo,Banglore,Delhi,non-stop,4077,3,4
2613,Multiple carriers,Delhi,Cochin,1 stop,6883,27,3
2614,Air India,Banglore,New Delhi,non-stop,19508,3,3
2615,Air India,Banglore,New Delhi,1 stop,8714,15,3
2616,IndiGo,Kolkata,Banglore,non-stop,4804,1,5
2617,Multiple carriers,Delhi,Cochin,1 stop,15078,3,3
2618,SpiceJet,Kolkata,Banglore,non-stop,4807,21,4
2619,Multiple carriers,Delhi,Cochin,3 stops,21829,6,3
2620,Vistara,Banglore,New Delhi,non-stop,5403,24,3
2621,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
2622,GoAir,Kolkata,Banglore,1 stop,7335,18,5
2623,Jet Airways,Delhi,Cochin,2 stops,9412,27,3
2624,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
2625,IndiGo,Banglore,Delhi,non-stop,4990,6,6
2626,Jet Airways,Delhi,Cochin,2 stops,16704,27,5
2627,Air India,Delhi,Cochin,2 stops,7711,9,4
2628,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
2629,Multiple carriers,Delhi,Cochin,1 stop,6007,24,6
2630,Air India,Kolkata,Banglore,2 stops,12219,1,4
2631,GoAir,Banglore,Delhi,non-stop,3898,1,5
2632,Jet Airways,Kolkata,Banglore,1 stop,11467,6,5
2633,Air India,Kolkata,Banglore,2 stops,12534,18,5
2634,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
2635,SpiceJet,Banglore,New Delhi,non-stop,4377,24,3
2636,Vistara,Chennai,Kolkata,non-stop,11982,9,6
2637,SpiceJet,Banglore,Delhi,non-stop,4423,9,6
2638,Jet Airways,Delhi,Cochin,1 stop,17234,3,3
2639,Vistara,Kolkata,Banglore,1 stop,8295,1,4
2640,Jet Airways,Delhi,Cochin,2 stops,15864,6,3
2641,GoAir,Banglore,Delhi,non-stop,3398,27,5
2642,Multiple carriers,Delhi,Cochin,1 stop,7198,9,6
2643,Jet Airways,Banglore,Delhi,non-stop,7229,6,4
2644,Jet Airways,Delhi,Cochin,2 stops,13014,12,6
2645,Air India,Kolkata,Banglore,1 stop,6528,9,5
2646,Jet Airways,Delhi,Cochin,2 stops,13292,12,6
2647,Air India,Delhi,Cochin,2 stops,11071,15,6
2648,SpiceJet,Kolkata,Banglore,non-stop,4174,21,4
2649,Multiple carriers,Delhi,Cochin,1 stop,11299,27,3
2650,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2651,Air India,Banglore,New Delhi,1 stop,13439,1,3
2652,IndiGo,Kolkata,Banglore,non-stop,4804,1,5
2653,Air India,Kolkata,Banglore,2 stops,11642,12,5
2654,IndiGo,Banglore,Delhi,non-stop,3419,18,6
2655,IndiGo,Kolkata,Banglore,2 stops,6103,21,5
2656,Air India,Kolkata,Banglore,2 stops,13033,9,5
2657,Jet Airways,Banglore,New Delhi,2 stops,11245,18,3
2658,Jet Airways,Kolkata,Banglore,1 stop,10056,1,4
2659,Jet Airways,Kolkata,Banglore,1 stop,10539,6,6
2660,IndiGo,Chennai,Kolkata,non-stop,5277,18,3
2661,Air India,Kolkata,Banglore,1 stop,11936,21,5
2662,Vistara,Kolkata,Banglore,1 stop,8820,6,6
2663,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
2664,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
2665,Jet Airways,Mumbai,Hyderabad,non-stop,4995,3,6
2666,Jet Airways,Delhi,Cochin,1 stop,7438,27,3
2667,IndiGo,Kolkata,Banglore,non-stop,4148,21,3
2668,IndiGo,Chennai,Kolkata,non-stop,3597,27,5
2669,Air Asia,Kolkata,Banglore,1 stop,5192,1,5
2670,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
2671,Multiple carriers,Delhi,Cochin,1 stop,7933,1,6
2672,Air India,Delhi,Cochin,1 stop,8879,18,5
2673,IndiGo,Delhi,Cochin,non-stop,5000,12,5
2674,Vistara,Kolkata,Banglore,1 stop,8137,6,5
2675,Air India,Delhi,Cochin,2 stops,22096,9,3
2676,SpiceJet,Banglore,New Delhi,non-stop,4273,24,3
2677,Jet Airways,Banglore,New Delhi,1 stop,35185,1,3
2678,IndiGo,Kolkata,Banglore,1 stop,4226,15,4
2679,Jet Airways,Kolkata,Banglore,1 stop,10844,1,5
2680,IndiGo,Mumbai,Hyderabad,non-stop,2754,12,6
2681,IndiGo,Kolkata,Banglore,1 stop,6301,6,6
2682,Air India,Kolkata,Banglore,2 stops,13222,18,5
2683,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
2684,Air India,Banglore,New Delhi,1 stop,12127,12,3
2685,Jet Airways,Kolkata,Banglore,1 stop,13067,21,5
2686,Air India,Kolkata,Banglore,2 stops,9920,1,4
2687,GoAir,Banglore,Delhi,non-stop,4239,1,4
2688,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
2689,IndiGo,Kolkata,Banglore,1 stop,6218,6,5
2690,IndiGo,Chennai,Kolkata,non-stop,7295,1,3
2691,Multiple carriers,Delhi,Cochin,1 stop,7408,9,6
2692,Jet Airways,Kolkata,Banglore,1 stop,13994,9,6
2693,IndiGo,Kolkata,Banglore,non-stop,5224,15,5
2694,SpiceJet,Mumbai,Hyderabad,non-stop,4391,9,3
2695,Air India,Kolkata,Banglore,2 stops,14109,18,5
2696,SpiceJet,Banglore,Delhi,non-stop,4885,27,4
2697,Jet Airways,Banglore,Delhi,non-stop,8016,1,6
2698,Multiple carriers,Delhi,Cochin,1 stop,12524,24,6
2699,Jet Airways,Delhi,Cochin,1 stop,6017,27,3
2700,SpiceJet,Banglore,Delhi,non-stop,3625,1,4
2701,Air India,Delhi,Cochin,3 stops,15586,9,3
2702,Air India,Delhi,Cochin,1 stop,7199,27,3
2703,Jet Airways,Delhi,Cochin,2 stops,12273,21,3
2704,Multiple carriers,Delhi,Cochin,1 stop,7530,6,6
2705,Jet Airways,Mumbai,Hyderabad,non-stop,5678,21,5
2706,Air India,Delhi,Cochin,2 stops,11753,24,6
2707,SpiceJet,Mumbai,Hyderabad,non-stop,1965,21,5
2708,IndiGo,Delhi,Cochin,1 stop,10208,21,3
2709,IndiGo,Delhi,Cochin,1 stop,5054,21,5
2710,IndiGo,Delhi,Cochin,1 stop,14871,3,3
2711,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2712,SpiceJet,Mumbai,Hyderabad,non-stop,2017,15,6
2713,Jet Airways,Kolkata,Banglore,1 stop,10661,24,3
2714,Multiple carriers,Delhi,Cochin,1 stop,9794,9,5
2715,Jet Airways,Kolkata,Banglore,1 stop,13067,9,5
2716,SpiceJet,Chennai,Kolkata,non-stop,7298,3,3
2717,IndiGo,Banglore,New Delhi,non-stop,7648,3,3
2718,Air India,Kolkata,Banglore,2 stops,10676,12,5
2719,Air India,Banglore,Delhi,non-stop,6961,3,6
2720,IndiGo,Delhi,Cochin,1 stop,6979,15,5
2721,Multiple carriers,Delhi,Cochin,1 stop,13587,27,5
2722,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
2723,IndiGo,Banglore,Delhi,non-stop,3943,12,5
2724,IndiGo,Delhi,Cochin,1 stop,6838,12,6
2725,Jet Airways,Delhi,Cochin,1 stop,6542,15,4
2726,Jet Airways,Delhi,Cochin,1 stop,12239,21,5
2727,Jet Airways,Kolkata,Banglore,1 stop,14388,12,5
2728,IndiGo,Kolkata,Banglore,non-stop,4148,12,3
2729,Multiple carriers,Delhi,Cochin,2 stops,16840,18,5
2730,Multiple carriers,Delhi,Cochin,1 stop,9646,3,6
2731,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
2732,IndiGo,Delhi,Cochin,1 stop,7923,15,5
2733,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
2734,Multiple carriers,Delhi,Cochin,1 stop,9646,3,6
2735,Jet Airways,Kolkata,Banglore,1 stop,14388,18,5
2736,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
2737,Multiple carriers,Delhi,Cochin,1 stop,10197,21,5
2738,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
2739,Air India,Delhi,Cochin,1 stop,9929,1,6
2740,Jet Airways,Delhi,Cochin,1 stop,6017,21,3
2741,SpiceJet,Chennai,Kolkata,non-stop,3597,27,6
2742,Air India,Delhi,Cochin,1 stop,5704,21,3
2743,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
2744,Air India,Banglore,Delhi,non-stop,5228,12,5
2745,Jet Airways,Kolkata,Banglore,1 stop,11467,1,4
2746,Vistara,Banglore,Delhi,non-stop,4668,6,6
2747,IndiGo,Banglore,Delhi,non-stop,4591,18,4
2748,IndiGo,Banglore,Delhi,non-stop,3943,12,5
2749,Air India,Banglore,Delhi,non-stop,5228,21,4
2750,Jet Airways,Delhi,Cochin,1 stop,12242,27,3
2751,Air India,Delhi,Cochin,2 stops,11185,9,6
2752,IndiGo,Delhi,Cochin,1 stop,6573,9,4
2753,Jet Airways,Kolkata,Banglore,1 stop,14781,15,5
2754,Air India,Kolkata,Banglore,2 stops,14960,12,6
2755,IndiGo,Chennai,Kolkata,non-stop,4332,15,5
2756,Air Asia,Banglore,New Delhi,non-stop,7652,3,3
2757,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
2758,SpiceJet,Banglore,Delhi,non-stop,4319,12,6
2759,Jet Airways,Delhi,Cochin,2 stops,10929,21,3
2760,Air India,Kolkata,Banglore,2 stops,11491,24,3
2761,IndiGo,Delhi,Cochin,non-stop,6015,18,4
2762,Jet Airways,Kolkata,Banglore,1 stop,12692,12,6
2763,Air Asia,Kolkata,Banglore,non-stop,4384,9,3
2764,IndiGo,Banglore,Delhi,non-stop,3943,3,6
2765,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2766,Jet Airways,Banglore,New Delhi,1 stop,19225,6,3
2767,Jet Airways,Delhi,Cochin,1 stop,14053,9,3
2768,Air India,Banglore,Delhi,non-stop,5911,12,4
2769,Multiple carriers,Delhi,Cochin,1 stop,10877,9,6
2770,Jet Airways,Kolkata,Banglore,1 stop,7757,6,6
2771,IndiGo,Delhi,Cochin,1 stop,6558,21,3
2772,IndiGo,Kolkata,Banglore,non-stop,4804,21,4
2773,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,3
2774,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
2775,Jet Airways,Banglore,Delhi,non-stop,5198,6,5
2776,IndiGo,Kolkata,Banglore,non-stop,6064,1,6
2777,Jet Airways,Delhi,Cochin,1 stop,15029,9,3
2778,Jet Airways,Delhi,Cochin,2 stops,10909,9,4
2779,Multiple carriers,Delhi,Cochin,1 stop,18492,9,3
2780,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
2781,Jet Airways,Kolkata,Banglore,1 stop,8781,18,5
2782,IndiGo,Delhi,Cochin,1 stop,6442,27,5
2783,Jet Airways,Mumbai,Hyderabad,1 stop,20120,12,3
2784,Vistara,Banglore,Delhi,non-stop,4878,27,5
2785,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
2786,SpiceJet,Kolkata,Banglore,1 stop,9630,24,5
2787,Vistara,Kolkata,Banglore,1 stop,8610,9,5
2788,Vistara,Chennai,Kolkata,non-stop,3687,27,6
2789,Vistara,Kolkata,Banglore,1 stop,8452,15,5
2790,IndiGo,Banglore,Delhi,non-stop,3943,18,5
2791,IndiGo,Mumbai,Hyderabad,non-stop,3342,15,3
2792,Jet Airways,Kolkata,Banglore,1 stop,13067,12,5
2793,Vistara,Banglore,Delhi,non-stop,4878,6,5
2794,Jet Airways,Kolkata,Banglore,1 stop,14388,9,5
2795,Jet Airways,Delhi,Cochin,2 stops,16704,27,5
2796,Air India,Mumbai,Hyderabad,non-stop,3100,21,5
2797,Air India,Banglore,New Delhi,3 stops,13387,12,3
2798,IndiGo,Mumbai,Hyderabad,non-stop,4049,9,6
2799,Jet Airways,Delhi,Cochin,2 stops,13029,18,5
2800,SpiceJet,Banglore,Delhi,non-stop,3919,9,4
2801,IndiGo,Chennai,Kolkata,non-stop,3850,3,5
2802,Air India,Delhi,Cochin,2 stops,8839,24,6
2803,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
2804,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
2805,Air India,Kolkata,Banglore,3 stops,13007,24,5
2806,Jet Airways,Kolkata,Banglore,1 stop,14781,18,5
2807,Jet Airways,Mumbai,Hyderabad,non-stop,2071,18,3
2808,Jet Airways,Delhi,Cochin,non-stop,4256,21,6
2809,Vistara,Banglore,New Delhi,non-stop,7923,9,3
2810,Air Asia,Kolkata,Banglore,non-stop,3782,15,3
